iter	Passed	Remaining
516	2135	1994
517	2139	1990
518	2143	1986
519	2148	1983
520	2152	1979
521	2157	1975
522	2162	1972
523	2170	1971
524	2177	1969
525	2183	1967
526	2187	1963
527	2191	1958
528	2195	1954
529	2200	1951
530	2204	1946
531	2208	1942
532	2212	1938
533	2217	1934
534	2221	1930
535	2225	1926
536	2229	1922
537	2234	1918
538	2238	1914
539	2242	1909
540	2246	1905
541	2250	1901
542	2254	1897
543	2258	1893
544	2262	1889
545	2266	1884
546	2271	1880
547	2275	1876
548	2279	1872
549	2283	1868
550	2287	1864
551	2292	1860
552	2297	1857
553	2301	1853
554	2306	1849
555	2310	1845
556	2315	1841
557	2319	1837
558	2323	1832
559	2328	1829
560	2332	1825
561	2336	1820
562	2340	1816
563	2345	1813
564	2349	1809
565	2353	1804
566	2358	1800
567	2362	1796
568	2366	1792
569	2370	1788
570	2374	1783
571	2378	1779
572	2382	1775
573	2386	1771
574	2390	1767
575	2395	1763
576	2399	1758
577	2403	1754
578	2407	1750
579	2411	1746
580	2415	1742
581	2420	1738
582	2424	1734
583	2428	1729
584	2432	1725
585	2436	1721
586	2440	1717
587	2444	1713
588	2449	1708
589	2453	1704
590	2457	1700
591	2461	1696
592	2465	1692
593	2469	1688
594	2475	1684
595	2479	1680
596	2483	1676
597	2487	1672
598	2491	1668
599	2495	1663
600	2499	1659
601	2504	1655
602	2508	1651
603	2512	1647
604	2517	1643
605	2521	1639
606	2525	1635
607	2529	1631
608	2533	1626
609	2538	1622
610	2542	1618
611	2546	1614
612	2550	1610
613	2554	1606
614	2559	1602
615	2563	1597
616	2567	1593
617	2571	1589
618	2575	1585
619	2580	1581
620	2584	1577
621	2588	1573
622	2592	1568
623	2596	1564
624	2600	1560
625	2605	1556
626	2609	1552
627	2613	1547
628	2617	1543
629	2621	1539
630	2625	1535
631	2629	1531
632	2633	1527
633	2637	1522
634	2642	1518
635	2646	1514
636	2650	1510
637	2654	1506
638	2658	1501
639	2662	1497
640	2666	1493
641	2670	1489
642	2674	1485
643	2678	1480
644	2682	1476
645	2687	1472
646	2691	1468
647	2695	1464
648	2699	1459
649	2703	1455
650	2707	1451
651	2711	1447
652	2716	1443
653	2722	1440
654	2726	1436
655	2731	1432
656	2735	1427
657	2739	1423
658	2743	1419
659	2747	1415
660	2751	1411
661	2755	1406
662	2759	1402
663	2764	1398
664	2768	1394
665	2772	1390
666	2776	1386
667	2780	1382
668	2784	1377
669	2788	1373
670	2792	1369
671	2797	1365
672	2801	1361
673	2805	1356
674	2809	1352
675	2814	1348
676	2818	1344
677	2822	1340
678	2826	1336
679	2830	1332
680	2834	1327
681	2838	1323
682	2842	1319
683	2846	1315
684	2851	1311
685	2855	1306
686	2859	1302
687	2863	1298
688	2867	1294
689	2871	1290
690	2875	1286
691	2880	1281
692	2884	1277
693	2888	1273
694	2892	1269
695	2896	1265
696	2900	1261
697	2904	1256
698	2909	1252
699	2913	1248
700	2917	1244
701	2921	1240
702	2925	1236
703	2929	1231
704	2934	1227
705	2938	1223
706	2942	1219
707	2946	1215
708	2950	1211
709	2954	1206
710	2958	1202
711	2963	1198
712	2967	1194
713	2971	1190
714	2975	1186
715	2979	1181
716	2983	1177
717	2987	1173
718	2992	1169
719	2996	1165
720	3000	1161
721	3004	1156
722	3008	1152
723	3012	1148
724	3016	1144
725	3020	1140
726	3025	1135
727	3028	1131
728	3032	1127
729	3036	1123
730	3041	1119
731	3044	1114
732	3048	1110
733	3052	1106
734	3056	1102
735	3060	1097
736	3064	1093
737	3068	1089
738	3072	1085
739	3076	1081
740	3080	1076
741	3084	1072
742	3089	1068
743	3093	1064
744	3097	1060
745	3101	1055
746	3105	1051
747	3109	1047
748	3113	1043
749	3117	1039
750	3121	1034
751	3125	1030
752	3129	1026
753	3133	1022
754	3137	1018
755	3141	1013
756	3146	1009
757	3150	1005
758	3154	1001
759	3158	997
760	3163	993
761	3167	989
762	3171	985
763	3175	980
764	3179	976
765	3183	972
766	3188	968
767	3192	964
768	3196	960
769	3200	955
770	3204	951
771	3208	947
772	3212	943
773	3216	939
774	3220	935
775	3224	930
776	3228	926
777	3233	922
778	3237	918
779	3241	914
780	3245	910
781	3249	905
782	3253	901
783	3257	897
784	3261	893
785	3266	889
786	3270	885
787	3274	880
788	3278	876
789	3282	872
790	3286	868
791	3290	864
792	3294	860
793	3299	855
794	3302	851
795	3306	847
796	3310	843
797	3314	839
798	3318	834
799	3322	830
800	3326	826
801	3330	822
802	3334	818
803	3338	813
804	3342	809
805	3346	805
806	3350	801
807	3354	797
808	3358	793
809	3363	788
810	3367	784
811	3371	780
812	3375	776
813	3379	772
814	3383	768
815	3387	763
816	3391	759
817	3396	755
818	3400	751
819	3404	747
820	3408	743
821	3412	738
822	3416	734
823	3420	730
824	3424	726
825	3428	722
826	3432	718
827	3437	713
828	3441	709
829	3445	705
830	3449	701
831	3453	697
832	3457	693
833	3461	689
834	3465	684
835	3469	680
836	3474	676
837	3478	672
838	3482	668
839	3486	664
840	3491	660
841	3495	655
842	3499	651
843	3503	647
844	3507	643
845	3511	639
846	3516	635
847	3522	631
848	3526	627
849	3530	622
850	3534	618
851	3538	614
852	3542	610
853	3546	606
854	3550	602
855	3555	598
856	3559	593
857	3563	589
858	3567	585
859	3571	581
860	3575	577
861	3579	573
862	3583	568
863	3588	564
864	3592	560
865	3596	556
866	3600	552
867	3604	548
868	3608	543
869	3612	539
870	3616	535
871	3620	531
872	3624	527
873	3628	523
874	3633	519
875	3637	514
876	3641	510
877	3645	506
878	3649	502
879	3653	498
880	3657	494
881	3661	489
882	3665	485
883	3669	481
884	3673	477
885	3677	473
886	3681	469
887	3686	464
888	3690	460
889	3694	456
890	3698	452
891	3703	448
892	3707	444
893	3711	440
894	3715	435
895	3719	431
896	3723	427
897	3726	423
898	3730	419
899	3734	414
900	3738	410
901	3742	406
902	3746	402
903	3750	398
904	3754	394
905	3758	389
906	3762	385
907	3766	381
908	3770	377
909	3774	373
910	3778	369
911	3782	364
912	3786	360
913	3790	356
914	3794	352
915	3798	348
916	3801	344
917	3805	339
918	3809	335
919	3813	331
920	3817	327
921	3821	323
922	3825	319
923	3830	315
924	3834	310
925	3837	306
926	3841	302
927	3846	298
928	3850	294
929	3854	290
930	3858	285
931	3863	281
932	3867	277
933	3871	273
934	3875	269
935	3880	265
936	3884	261
937	3888	257
938	3892	252
939	3896	248
940	3900	244
941	3904	240
942	3909	236
943	3913	232
944	3917	227
945	3921	223
946	3925	219
947	3929	215
948	3933	211
949	3937	207
950	3943	203
951	3947	199
952	3951	194
953	3955	190
954	3960	186
955	3964	182
956	3968	178
957	3972	174
958	3976	170
959	3980	165
960	3985	161
961	3989	157
962	3993	153
963	3997	149
964	4001	145
965	4005	140
966	4009	136
967	4013	132
968	4017	128
969	4021	124
970	4025	120
971	4030	116
972	4034	111
973	4038	107
974	4042	103
975	4046	99
976	4050	95
977	4054	91
978	4058	87
979	4062	82
980	4066	78
981	4070	74
982	4074	70
983	4078	66
984	4082	62
985	4086	58
986	4090	53
987	4094	49
988	4098	45
989	4102	41
990	4106	37
991	4110	33
992	4114	29
993	4118	24
994	4122	20
995	4126	16
996	4130	12
997	4133	8
998	4138	4
999	4141	0
