iter	Logloss
260	0.1744536897
261	0.1743800581
262	0.1743461784
263	0.174344155
264	0.1743217613
265	0.1742810205
266	0.1742107053
267	0.1741427329
268	0.1741380169
269	0.1740966979
270	0.1740882699
271	0.1740341871
272	0.1740072142
273	0.173908207
274	0.1738764876
275	0.1737821965
276	0.1737588747
277	0.1737235498
278	0.1737151674
279	0.1736249686
280	0.173601875
281	0.1735980109
282	0.1735301298
283	0.1735042675
284	0.1734171722
285	0.1732872671
286	0.1732383416
287	0.1732198576
288	0.1731586551
289	0.1730997346
290	0.1730940297
291	0.1730001493
292	0.1729159141
293	0.1728656499
294	0.1727559022
295	0.1727556892
296	0.1727084676
297	0.1726013366
298	0.1725705148
299	0.1725689935
300	0.1725636384
301	0.1724803312
302	0.1724261572
303	0.1723929469
304	0.1723568157
305	0.1723477334
306	0.1722881283
307	0.1722432039
308	0.172145216
309	0.1720767568
310	0.1720588053
311	0.1720436834
312	0.1719782364
313	0.1719564208
314	0.1719107509
315	0.1719098077
316	0.1718512066
317	0.1717840102
318	0.1717403636
319	0.1716590341
320	0.1715863761
321	0.1715634651
322	0.1714970749
323	0.1714920242
324	0.1714469628
325	0.1713907807
326	0.1713444262
327	0.1712695775
328	0.1712484312
329	0.1712216409
330	0.171148633
331	0.1710264714
332	0.1709847113
333	0.1708881838
334	0.170882555
335	0.1708573924
336	0.1707891158
337	0.1707453932
338	0.1706710313
339	0.1706274152
340	0.1705959544
341	0.1705825517
342	0.1705799959
343	0.1705213796
344	0.1704590665
345	0.1704378138
346	0.1703588879
347	0.1703577926
348	0.1703189838
349	0.1702515744
350	0.1701859905
351	0.1701748393
352	0.1701553968
353	0.1701453866
354	0.1701121306
355	0.1701112635
356	0.1700770187
357	0.1699998728
358	0.1699004397
359	0.1698368031
360	0.1697564776
361	0.1696983482
362	0.1696443567
363	0.1695875356
364	0.1694756885
365	0.1694166919
366	0.1694011289
367	0.1693493129
368	0.1692564518
369	0.1692317
370	0.1692308633
371	0.1691918264
372	0.1691244169
373	0.1690994217
374	0.1690551971
375	0.1690145932
376	0.1690028638
377	0.1689667022
378	0.1688894194
379	0.168822375
380	0.1687540224
381	0.1687382767
382	0.168666562
383	0.1686638997
384	0.1686304764
385	0.1686188535
386	0.1685676613
387	0.1685376609
388	0.1685005409
389	0.1684342572
390	0.1683649308
391	0.1683410766
392	0.1683179222
393	0.1682940224
394	0.1682677492
395	0.1682023175
396	0.1681614702
397	0.1680845221
398	0.1680155
399	0.1679316603
400	0.1678699254
401	0.1678515935
402	0.1677798331
403	0.1677250049
404	0.1676517232
405	0.1676373772
406	0.1676204297
407	0.1675579037
408	0.1674866757
409	0.1674705194
410	0.1674493883
411	0.1674301132
412	0.1673696257
413	0.1673376477
414	0.1672826674
415	0.1672349589
416	0.1672252225
417	0.1671602015
418	0.1671182284
419	0.1670850638
420	0.1670434862
421	0.1669866803
422	0.1669229372
423	0.1669018518
424	0.1669001784
425	0.1668383217
426	0.1668113336
427	0.166757692
428	0.1667530368
429	0.1667026508
430	0.1666713117
431	0.1665883544
432	0.1665541096
433	0.1665172634
434	0.1664672578
435	0.1663808927
436	0.1663325149
437	0.1663270534
438	0.1662494815
439	0.166205409
440	0.1661918237
441	0.166101914
442	0.1660550118
443	0.1659992404
444	0.1659464964
445	0.1659357408
446	0.1659136056
447	0.165881232
448	0.1657872148
449	0.1657751964
450	0.1657343643
451	0.1657092626
452	0.1656340792
453	0.1656076996
454	0.1655694842
455	0.1655131499
456	0.1655117503
457	0.1654738087
458	0.1654137319
459	0.1653563327
460	0.1653170372
461	0.165269131
462	0.1652324064
463	0.1652104995
464	0.1651553214
465	0.1651186577
466	0.1650624147
467	0.1650086362
468	0.164980644
469	0.1649102071
470	0.1648368797
471	0.1647651345
472	0.164717274
473	0.1646936175
474	0.1646674965
475	0.1646144483
476	0.16454284
477	0.1645309737
478	0.1645076976
479	0.1644301714
480	0.1644058912
481	0.164324227
482	0.1642619748
483	0.1642315789
484	0.1641696006
485	0.1641481805
486	0.1641035147
487	0.164060142
488	0.1640044314
489	0.163982494
490	0.1639532087
491	0.1639121028
492	0.1638678934
493	0.1638372237
494	0.1637778011
495	0.16376916
496	0.1637300318
497	0.1636952241
498	0.1636600818
499	0.1636394223
500	0.1636024848
501	0.1635928244
502	0.1635689246
503	0.1634970272
504	0.1634679245
505	0.1634510075
506	0.1633735877
507	0.1633267464
508	0.1632916953
509	0.1632407009
510	0.1632133781
511	0.1631966892
512	0.1631576371
513	0.1631343457
514	0.1631008312
515	0.1630526359
516	0.1630330566
517	0.1630052926
518	0.1629858045
519	0.1629537504
520	0.1629099061
521	0.1629023604
522	0.1628828876
523	0.1628528416
524	0.1627998542
525	0.1627707971
526	0.1627558426
527	0.1627389864
528	0.1627210957
529	0.1626914757
530	0.1626233513
531	0.1625891369
532	0.1625749582
533	0.1625479397
534	0.1625304141
535	0.1624580756
536	0.1623901489
537	0.1623251887
538	0.1622520743
539	0.1622282658
540	0.1621661353
541	0.1620626402
542	0.1620117979
543	0.1619728218
544	0.1619356865
545	0.161878409
546	0.1618198079
547	0.1617872213
548	0.161769924
549	0.1617035034
550	0.1616561448
551	0.1616078127
552	0.1615617929
553	0.1615389123
554	0.1614958287
555	0.1614640636
556	0.1614254831
557	0.161396928
558	0.1613766489
559	0.1612958366
560	0.1612892797
561	0.1612506992
562	0.16124469
563	0.1611896184
564	0.1611362507
565	0.1610403013
566	0.1609970351
567	0.1609606301
568	0.1609463906
569	0.1609014357
570	0.1608667649
571	0.1607846596
572	0.160749076
573	0.160705749
574	0.1606510425
575	0.1605826442
576	0.1605455393
577	0.1605169081
578	0.160460513
579	0.1604147214
580	0.1603888286
581	0.1603696905
582	0.1602792787
583	0.1602456425
584	0.1601666254
585	0.16006882
586	0.1600289159
587	0.1600062179
588	0.1599818769
589	0.1599680938
590	0.1599040464
591	0.1598743656
592	0.1598525347
593	0.1598083709
594	0.159755779
595	0.1597232533
596	0.1597082836
597	0.1596476288
598	0.1596143576
599	0.1595546916
600	0.1595338496
601	0.1594890317
602	0.1594758267
603	0.1594514856
604	0.1594314043
605	0.1593410382
606	0.159284567
607	0.1592389275
608	0.1592187701
609	0.1592102964
610	0.1591875679
611	0.1591866247
612	0.1591857271
613	0.159166878
614	0.15914739
615	0.1591464316
616	0.1591277802
617	0.1590157506
618	0.1589305722
619	0.1588906985
620	0.1588223154
621	0.1587875838
622	0.1587601393
623	0.158716158
624	0.1587037137
625	0.1586613299
626	0.1586577091
627	0.1586256246
628	0.1585640418
629	0.1584866068
630	0.1584364034
631	0.158419243
632	0.1583748054
633	0.1583326193
634	0.158305114
635	0.1582750832
636	0.1582532523
637	0.1582270249
638	0.1582261881
639	0.1582080541
640	0.1581638142
641	0.1581412683
642	0.1581004058
643	0.1580641681
644	0.1580412267
645	0.1579952373
646	0.1579943549
647	0.1579364081
648	0.1578974928
649	0.1578813973
650	0.1578236938
651	0.1577851589
652	0.1577572124
653	0.1577036164
654	0.1576755025
655	0.1576468714
656	0.1575911456
657	0.1575789295
658	0.1575572355
659	0.1575234471
660	0.1574850796
661	0.1574668086
662	0.1574145666
663	0.1573780246
664	0.1573331458
665	0.1572540983
666	0.1572295139
667	0.1571797669
668	0.1571388891
669	0.1571120988
670	0.1570844565
671	0.1570637514
672	0.157062869
673	0.1570109465
674	0.1569739786
675	0.1569539124
676	0.1568946116
677	0.1568647938
678	0.1568403615
679	0.1568177547
680	0.1568071968
681	0.1567991795
682	0.1567620594
683	0.156724133
684	0.1566857959
685	0.1566338886
686	0.1566039796
687	0.1565694153
688	0.1565422598
689	0.1565245821
690	0.1564593634
691	0.1564175881
692	0.1563732569
693	0.156341857
694	0.1563247574
695	0.1562851424
696	0.1562509128
697	0.1562001161
698	0.1561746341
699	0.1561552981
700	0.1561170523
701	0.1560595922
702	0.1560228677
703	0.1559772434
704	0.1559474105
705	0.1559068674
706	0.1558614866
707	0.1558118613
708	0.1557633922
709	0.1557242335
710	0.1556356017
711	0.1555933092
712	0.1555720108
713	0.1555094847
714	0.1554849307
715	0.1554578665
716	0.1554104015
717	0.155342277
718	0.1552980372
719	0.1552546797
720	0.1552327271
721	0.1551857793
722	0.1551445517
723	0.1551189936
724	0.1550811585
725	0.1550002398
726	0.1549587383
727	0.1549005176
728	0.1548690111
729	0.1548184274
730	0.1547533912
731	0.154752737
732	0.154705698
733	0.1546590545
734	0.154658522
735	0.154603207
736	0.1545698902
737	0.1545316139
738	0.1544869481
739	0.1544235853
740	0.1543999289
741	0.1543509425
742	0.1543296441
743	0.1542745725
744	0.154195738
745	0.1541638208
746	0.1541241905
747	0.1540526583
748	0.1540343569
749	0.1539661868
750	0.1539241224
751	0.1538787264
752	0.1538469917
753	0.1537867325
754	0.1537641561
755	0.1537470109
756	0.1537033492
757	0.1536492816
758	0.1536137589
759	0.1535823438
760	0.1535516284
761	0.1535353504
762	0.1534702077
763	0.1534197152
764	0.1533849684
765	0.1533585431
766	0.1533152313
767	0.1532917878
768	0.1532440186
769	0.1531935565
770	0.1531387436
771	0.1530963749
772	0.1530534739
773	0.1529938231
774	0.1529655266
775	0.1529242534
776	0.1529145626
777	0.152881261
778	0.1528298406
779	0.1527810063
780	0.1527457271
781	0.1527452402
782	0.1527222075
783	0.1527011677
784	0.1527006201
785	0.1526753967
786	0.1526515881
787	0.1526512078
788	0.1526506753
789	0.1526148179
790	0.1525934891
791	0.152592911
792	0.1525923785
793	0.1525772718
794	0.1525766937
795	0.1525143655
796	0.1524800294
797	0.1524794969
798	0.152459157
799	0.1524183705
800	0.1523850081
801	0.1523845212
802	0.1523544753
803	0.1522874918
804	0.1522682319
805	0.1522423544
806	0.1522058428
807	0.1521370946
808	0.152072743
809	0.1520228895
810	0.1520021539
811	0.1519614131
812	0.1519608655
813	0.1519603786
814	0.1518954185
815	0.1518335314
816	0.1518001233
817	0.151730082
818	0.1516824648
819	0.1516674951
820	0.1516274693
821	0.1515680467
822	0.1514931828
823	0.1514591966
824	0.1513807728
825	0.1513250166
826	0.1512839564
827	0.1512194678
828	0.1511912474
829	0.1511520279
830	0.151132905
831	0.1510743344
832	0.1510520927
833	0.1510303532
834	0.1510109412
835	0.1509524162
836	0.1508954429
837	0.1508577752
838	0.1508012583
839	0.1507717296
840	0.1507569424
841	0.150733788
842	0.1506957704
843	0.1506621493
844	0.1506383559
845	0.1506270221
846	0.1506030006
847	0.1505794354
848	0.1505286995
849	0.1504861332
850	0.1504700985
851	0.1504541551
852	0.1503967711
853	0.1503562889
854	0.1503249955
855	0.1503073482
856	0.150296486
857	0.1502576925
858	0.1502047355
859	0.1502043552
860	0.1501597198
861	0.1501309974
862	0.1501161494
863	0.1501088927
864	0.1500661285
865	0.1500293431
866	0.1499978671
867	0.1499971977
868	0.1499715027
869	0.1499093722
870	0.149908003
871	0.1498845596
872	0.1498602794
873	0.1498244829
874	0.1497695025
875	0.1497590663
876	0.1497238327
877	0.1497232546
878	0.1497228286
879	0.1496755157
880	0.1496751201
881	0.149646063
882	0.1496328276
883	0.1495831871
884	0.1495636078
885	0.1495406815
886	0.1495096924
887	0.149485899
888	0.149457496
889	0.1494277543
890	0.1494061212
891	0.1493841534
892	0.1493480526
893	0.1493257806
894	0.1492986708
895	0.1492773571
896	0.1492230918
897	0.1491465241
898	0.1491365138
899	0.1491360726
900	0.1491225177
901	0.1491220461
902	0.1490792211
903	0.1490064718
904	0.1489760759
905	0.1489562988
906	0.1489556903
907	0.1489552795
908	0.1488973631
909	0.1488448017
910	0.1487918143
911	0.1487267933
912	0.1487263673
913	0.1487259717
914	0.1487256979
915	0.1487251807
916	0.1486734255
917	0.1486534202
918	0.1486169847
919	0.1485601788
920	0.1485305284
921	0.1484984439
922	0.1484611412
923	0.1484074236
924	0.1483783665
925	0.148318594
926	0.1483023768
927	0.148252143
928	0.1481967975
929	0.1481629635
930	0.1481081657
931	0.1480785457
932	0.1480154264
933	0.1479930326
934	0.1479428901
935	0.1478904047
936	0.1478484468
937	0.1478328077
938	0.147812772
939	0.1478033094
940	0.147749181
941	0.1477085924
942	0.1476835059
943	0.1476458685
944	0.1475935353
945	0.1475724042
946	0.1475297618
947	0.1475011611
948	0.1474495429
949	0.1474304503
950	0.1474024277
951	0.1474019105
952	0.1473575185
953	0.1473321125
954	0.1473245364
955	0.1472860471
956	0.1472855299
957	0.1472486532
958	0.1472035006
959	0.1471795855
960	0.1471252137
961	0.1471054366
962	0.1470743714
963	0.1470472615
964	0.1470200756
965	0.1469267125
966	0.1469105257
967	0.1469101302
968	0.1469098259
969	0.1468552412
970	0.1468167671
971	0.1467810314
972	0.1467700627
973	0.1467307824
974	0.1467094231
975	0.1467088602
976	0.1466390015
977	0.1466315014
978	0.146589224
979	0.1465417894
980	0.1464957696
981	0.1464884065
982	0.1464569457
983	0.1464232486
984	0.1463976905
985	0.1463609355
986	0.1463604639
987	0.1463400478
988	0.1463396675
989	0.1463161176
990	0.1462730948
991	0.1462158477
992	0.146186395
993	0.1461425051
994	0.1461013383
995	0.1460616776
996	0.1460288324
997	0.1460284065
998	0.1459809719
999	0.1459514584
