iter	MultiClass
0	1.038896539
1	0.9976365923
2	0.9452106671
3	0.8989587381
4	0.8691813179
5	0.8302153415
6	0.7967967392
7	0.7617869403
8	0.7320507013
9	0.6996340454
10	0.6724928159
11	0.6465299436
12	0.6276170099
13	0.6060343239
14	0.5800522207
15	0.5603152911
16	0.5439830391
17	0.5259986444
18	0.5072288552
19	0.4918085899
20	0.4780665471
21	0.4658633786
22	0.4522852733
23	0.4405929614
24	0.4285135713
25	0.4152351705
26	0.3997929586
27	0.3897242391
28	0.380981006
29	0.368205248
30	0.3578930177
31	0.3465969546
32	0.3366199893
33	0.3255794968
34	0.316068711
35	0.3076645037
36	0.2995697776
37	0.2894788404
38	0.2793630426
39	0.2721277314
40	0.2650154207
41	0.2588150037
42	0.2530900531
43	0.2480246019
44	0.2419897281
45	0.2370299705
46	0.2323009985
47	0.2274512298
48	0.2227976065
49	0.2186230423
50	0.2141384266
51	0.2099030881
52	0.2061222379
53	0.2016469678
54	0.1983996188
55	0.1957093789
56	0.1914294134
57	0.1878277561
58	0.183792069
59	0.1798491002
60	0.1745208047
61	0.1710790079
62	0.1690074395
63	0.1662988812
64	0.1631543755
65	0.1602289269
66	0.1580195782
67	0.1553752815
68	0.1525944909
69	0.1493497986
70	0.1457920992
71	0.1430735026
72	0.1408539783
73	0.1388257456
74	0.1364536719
75	0.133997596
76	0.1320494259
77	0.1294295332
78	0.1266703982
79	0.1243522313
80	0.1223420892
81	0.1208187299
82	0.1180221244
83	0.1157647412
84	0.1142145153
85	0.1130136714
86	0.1110319217
87	0.1092267932
88	0.1077460957
89	0.1065408138
90	0.1051700589
91	0.1037125464
92	0.102497441
93	0.1008588809
94	0.09909918239
95	0.09767970494
96	0.09581115645
97	0.09479075692
98	0.09351959573
99	0.09242639442
100	0.09141585995
101	0.09028776501
102	0.08905010975
103	0.08805264546
104	0.08721830164
105	0.08625035188
106	0.08524118664
107	0.0840935037
108	0.08317701779
109	0.08215453993
110	0.08097598294
111	0.08002828545
112	0.07908105671
113	0.07804275462
114	0.0773259985
115	0.07653834145
116	0.0756905098
117	0.07501825902
118	0.07437461437
119	0.0735505314
120	0.0726187309
121	0.07186810441
122	0.07102258862
123	0.0702362615
124	0.06959011748
125	0.06875114682
126	0.0680374359
127	0.06721407953
128	0.0664674375
129	0.06568640728
130	0.06519701792
131	0.064605066
132	0.06375584102
133	0.06323928705
134	0.06265311846
135	0.06215623465
136	0.06156708978
137	0.06088834171
138	0.06026734008
139	0.05978435779
140	0.05899310245
141	0.05838382111
142	0.05789489129
143	0.05736283531
144	0.05664911581
145	0.05607956949
146	0.05554783044
147	0.05506854123
148	0.05460282976
149	0.0542411558
150	0.05369073052
151	0.05296197421
152	0.05239112627
153	0.05178685464
154	0.05149636486
155	0.05104152981
156	0.05068521852
157	0.0501860156
158	0.04976401295
159	0.04936599205
160	0.04901984459
161	0.0485708028
162	0.04818262727
163	0.04777814106
164	0.04743079644
165	0.0469696115
166	0.04649011149
167	0.04596327974
168	0.04559564695
169	0.04526533284
170	0.04497347801
171	0.04455517977
172	0.04416141887
173	0.04371609558
174	0.04336129611
175	0.0430340723
176	0.04270460353
177	0.04228984432
178	0.0420108874
179	0.04162379093
180	0.04132976277
181	0.04109917677
182	0.04083482773
183	0.0406256793
184	0.04039831169
185	0.04017759797
186	0.03986143715
187	0.03959202942
188	0.03932989044
189	0.0390815243
190	0.03878441728
191	0.03841506386
192	0.03815371423
193	0.03792597442
194	0.0376376342
195	0.03739432087
196	0.03715359686
197	0.03691895093
198	0.03670943928
199	0.03649315311
200	0.03629200883
201	0.03603682676
202	0.03584703278
203	0.03552156154
204	0.03532317043
205	0.03513495427
206	0.03497029883
207	0.03475387023
208	0.03453343645
209	0.03434648047
210	0.03415149417
211	0.03395642947
212	0.03369340712
213	0.03345381235
214	0.0332877676
215	0.03305783657
216	0.03291761199
217	0.03272219622
218	0.03255003759
219	0.0324238699
220	0.03217643929
221	0.03196169755
222	0.03179809072
223	0.03161667508
224	0.03142587801
225	0.03118065713
226	0.03103882177
227	0.03085777547
228	0.0306455388
229	0.03043831256
230	0.0302554798
231	0.03008247511
232	0.02992919737
233	0.02981501938
234	0.02963593965
235	0.02948241447
236	0.02934890114
237	0.02918162763
238	0.02903176718
239	0.0288834682
240	0.02878494434
241	0.02867638219
242	0.02853483715
243	0.02835769069
244	0.02820358604
245	0.02802831842
246	0.02788900788
247	0.02778696254
248	0.02765270273
249	0.02751765256
250	0.02738940606
251	0.02720417196
252	0.02709693747
253	0.02699150697
254	0.02686682684
255	0.02671638416
256	0.02656388904
257	0.02645330703
258	0.02634861573
259	0.02626494084
260	0.02613999963
261	0.0260388305
262	0.02594406162
263	0.0258412231
264	0.02572612386
265	0.02559658297
266	0.02545635392
267	0.02535004886
268	0.02520226564
269	0.02508391984
270	0.02497795455
271	0.0248641168
272	0.0247283323
273	0.02462246619
274	0.02449260764
275	0.0243716075
276	0.02428397744
277	0.02419599595
278	0.02410511658
279	0.02400719341
280	0.02386497132
281	0.02375232996
282	0.0236811241
283	0.02359729487
284	0.02351405426
285	0.02337616717
286	0.02326598873
287	0.02319545295
288	0.02307012239
289	0.02298698974
290	0.02289790881
291	0.02276720945
292	0.02269041683
293	0.02261150923
294	0.02252504594
295	0.02244648178
296	0.02236272662
297	0.0222794391
298	0.02218650626
299	0.02212096433
300	0.02205041979
301	0.02197270291
302	0.02189305257
303	0.02179744331
304	0.02172134751
305	0.02161476797
306	0.02152911304
307	0.02143207004
308	0.02135795755
309	0.02127805324
310	0.02116707905
311	0.02104699625
312	0.0209658652
313	0.02087764387
314	0.02078385723
315	0.02071151091
316	0.02063107712
317	0.02055138004
318	0.02047017051
319	0.0203947639
320	0.02028618294
321	0.02020407033
322	0.02013368343
323	0.02006979311
324	0.0199970109
325	0.01991677159
326	0.01982979435
327	0.01975818488
328	0.01966923459
329	0.01959295288
330	0.01953507725
331	0.01946403292
332	0.01940352234
333	0.01933443071
334	0.01927644033
335	0.01919832965
336	0.01911412482
337	0.0190222984
338	0.018928271
339	0.01886603618
340	0.01877998652
341	0.01871885748
342	0.01866552871
343	0.01860212951
344	0.01854609454
345	0.01845757866
346	0.01839302653
347	0.01831041436
348	0.01824585964
349	0.01818278688
350	0.0181119312
351	0.01805244489
352	0.0179893387
353	0.01787926985
354	0.01783169498
355	0.01777756105
356	0.01771016966
357	0.01766940495
358	0.0176149756
359	0.01754416434
360	0.01749810632
361	0.01744907183
362	0.01734263058
363	0.01729604517
364	0.01724558199
365	0.0171768903
366	0.01711010624
367	0.0170517556
368	0.01700066588
369	0.01694308989
370	0.0168589958
371	0.01682029269
372	0.01677735946
373	0.01673483553
374	0.01669209195
375	0.0166129949
376	0.01655075122
377	0.01649496709
378	0.01643810838
379	0.01637545786
380	0.01631794361
381	0.01628169805
382	0.0162286799
383	0.01616579417
384	0.01611681996
385	0.01607240887
386	0.01603752105
387	0.0159778486
388	0.01593535765
389	0.01588090831
390	0.01582685979
391	0.01577898245
392	0.01570468613
393	0.01565829063
394	0.01562792099
395	0.01558452006
396	0.01553871677
397	0.01549722819
398	0.01545983845
399	0.01540145003
400	0.01535740102
401	0.01532010913
402	0.01526803866
403	0.01522754743
404	0.015192106
405	0.01514270707
406	0.01510212239
407	0.01504936877
408	0.01501114873
409	0.01496553659
410	0.01493004751
411	0.01489540624
412	0.01484675962
413	0.01480041421
414	0.01476008525
415	0.014726506
416	0.01468787122
417	0.01464245724
418	0.01460478313
419	0.0145525898
420	0.01451799245
421	0.01447182498
422	0.01442377999
423	0.01438731606
424	0.01434677049
425	0.01430710359
426	0.01427641412
427	0.01423575613
428	0.01420575479
429	0.01415109999
430	0.01411023182
431	0.01407963969
432	0.01405247827
433	0.01401497579
434	0.01397202457
435	0.01394121889
436	0.01390690027
437	0.01386997966
438	0.01383371778
439	0.01379127913
440	0.01375187813
441	0.01371588915
442	0.01367601305
443	0.01365021047
444	0.01360206369
445	0.01353601672
446	0.01350584094
447	0.01347036311
448	0.01342966872
449	0.01338503353
450	0.01335017521
451	0.01332555959
452	0.01328733081
453	0.01325526046
454	0.01321420392
455	0.01318513199
456	0.01314951338
457	0.01311589975
458	0.01307766404
459	0.01304615333
460	0.01301700468
461	0.0129796527
462	0.01294610604
463	0.01290868351
464	0.01288339089
465	0.01285502279
466	0.01282552123
467	0.01279991722
468	0.01276216593
469	0.01273847432
470	0.01271172235
471	0.01267874666
472	0.01265568739
473	0.01261239458
474	0.01257797516
475	0.01254364273
476	0.0125100644
477	0.01247411958
478	0.01244073241
479	0.01241652844
480	0.01239617049
481	0.01237837402
482	0.0123448411
483	0.01232664462
484	0.01228650124
485	0.01224573886
486	0.01221885907
487	0.01219625478
488	0.01214844858
489	0.01211726556
490	0.01208789295
491	0.01206322498
492	0.01203424654
493	0.01200876273
494	0.0119860916
495	0.01194982523
496	0.01192002191
497	0.01189524507
498	0.01185115765
499	0.01183015968
500	0.01180018294
501	0.01176301563
502	0.0117370189
503	0.01171454292
504	0.01169143809
505	0.011671238
506	0.01163508292
507	0.0116035918
508	0.01158366583
509	0.01156124788
510	0.01152629405
511	0.01149761392
512	0.01144890426
513	0.0114209923
514	0.01139467653
515	0.01136525858
516	0.01134102663
517	0.01131131102
518	0.01128549212
519	0.01126645256
520	0.01123986296
521	0.01121674536
522	0.01119671486
523	0.01117228099
524	0.01115263275
525	0.01112652762
526	0.011097713
527	0.01107630041
528	0.01105030656
529	0.01102233082
530	0.01100541742
531	0.01096804408
532	0.01094672281
533	0.01092699292
534	0.01090810245
535	0.01087834092
536	0.01084419568
537	0.01082461417
538	0.0108071222
539	0.01078838264
540	0.01076656151
541	0.0107373926
542	0.01071377753
543	0.01069154924
544	0.0106698996
545	0.0106406633
546	0.01061889873
547	0.01059028112
548	0.01057267867
549	0.01054482133
550	0.01052230516
551	0.01049694289
552	0.010482103
553	0.01046229449
554	0.01044191973
555	0.01041920399
556	0.01039164728
557	0.010375482
558	0.01034859535
559	0.01032527159
560	0.01031004866
561	0.0102952602
562	0.0102763877
563	0.01025877796
564	0.0102374491
565	0.01022393365
566	0.01020323363
567	0.01016711324
568	0.01012997765
569	0.01011007373
570	0.01009001817
571	0.01007388388
572	0.01005353354
573	0.01003379
574	0.010014607
575	0.009996131731
576	0.009973156102
577	0.009951593488
578	0.009914739102
579	0.009897468925
580	0.009884468311
581	0.009860924712
582	0.009844451265
583	0.009827871048
584	0.009809510137
585	0.009789125535
586	0.009770505965
587	0.009754824815
588	0.009737744393
589	0.009720935731
590	0.009701122947
591	0.009679592473
592	0.009658223955
593	0.009631186572
594	0.009614600862
595	0.009599013404
596	0.009580946601
597	0.009561992947
598	0.009544794184
599	0.009527322986
600	0.009513149745
601	0.00949570376
602	0.009476528064
603	0.009460900085
604	0.009441583523
605	0.009428388365
606	0.009414173175
607	0.009398784779
608	0.00937887007
609	0.009360563488
610	0.009343540988
611	0.00932741959
612	0.009299668743
613	0.009285947361
614	0.009271160464
615	0.009252402753
616	0.00922887521
617	0.009207932208
618	0.009192376542
619	0.009176072861
620	0.009150215384
621	0.009136814534
622	0.009113662294
623	0.009092617847
624	0.009077026377
625	0.009060229493
626	0.009044286991
627	0.009027482439
628	0.009013822048
629	0.009000969905
630	0.008987145861
631	0.008970367672
632	0.008959058322
633	0.008946638386
634	0.008931338374
635	0.008912442167
636	0.008899907256
637	0.00888441921
638	0.008872482995
639	0.008852190773
640	0.008838435881
641	0.008823340893
642	0.008810180161
643	0.00878243727
644	0.008766458192
645	0.008751259844
646	0.008739334928
647	0.00871979106
648	0.008704462072
649	0.008683417574
650	0.008672530076
651	0.008659244138
652	0.008639561005
653	0.008625479534
654	0.008609503674
655	0.008599011547
656	0.008587258906
657	0.008576031944
658	0.008568066317
659	0.008558214548
660	0.008539100248
661	0.008525289356
662	0.00851309042
663	0.00850003548
664	0.008484333376
665	0.008468467534
666	0.008453671679
667	0.00843979739
668	0.008429740552
669	0.008411966272
670	0.008399975874
671	0.008391003615
672	0.008377966575
673	0.008365143854
674	0.008349869627
675	0.008340385463
676	0.008323261234
677	0.008311024
678	0.008293201202
679	0.008279757593
680	0.008268571055
681	0.008255111637
682	0.00823639434
683	0.008222489874
684	0.008209230063
685	0.008195906309
686	0.008182343397
687	0.008173473799
688	0.008161806205
689	0.008152579605
690	0.008141311472
691	0.008131617843
692	0.008119427791
693	0.008108553492
694	0.008096165567
695	0.008081987295
696	0.008063524549
697	0.008050534761
698	0.008038618669
699	0.008028426482
700	0.008016893539
701	0.008001869981
702	0.007985927608
703	0.00797606428
704	0.007963712954
705	0.007949302758
706	0.007936864195
707	0.007925644666
708	0.007910070374
709	0.007900169024
710	0.007886077736
711	0.007870291431
712	0.007858816284
713	0.007850933365
714	0.007840495089
715	0.007829354679
716	0.007820724195
717	0.007809850789
718	0.007799859351
719	0.007784268099
720	0.00777272386
721	0.007763944948
722	0.007752119258
723	0.007740349681
724	0.007730553946
725	0.007721841557
726	0.007709392488
727	0.007701101027
728	0.007691606883
729	0.007675916097
730	0.007663276937
731	0.007650139808
732	0.007638594011
733	0.00762700231
734	0.007615059565
735	0.007600329134
736	0.007590619622
737	0.007579210472
738	0.007567183725
739	0.007556016488
740	0.007543419472
741	0.007535879411
742	0.007528036573
743	0.007517554276
744	0.007505946642
745	0.007493429084
746	0.0074859319
747	0.007473306587
748	0.007461121154
749	0.007452971791
750	0.007439974333
751	0.007432952263
752	0.007424865963
753	0.007412634404
754	0.007401086803
755	0.007388882741
756	0.007377737509
757	0.007363161703
758	0.00735207689
759	0.007336721563
760	0.007328220568
761	0.007319434722
762	0.007309874494
763	0.007297509022
764	0.007285065927
765	0.007270729146
766	0.007259171672
767	0.00724543989
768	0.007235475047
769	0.007228627365
770	0.007218990696
771	0.007206281044
772	0.007197034339
773	0.007188093199
774	0.007176893015
775	0.007167136136
776	0.007157328326
777	0.007147772242
778	0.007136203471
779	0.007127990315
780	0.007118918849
781	0.007110541088
782	0.007101966728
783	0.00709435048
784	0.007086054515
785	0.007077875472
786	0.007060476222
787	0.007051099214
788	0.007042024241
789	0.007035590276
790	0.007024928285
791	0.007014745672
792	0.007007650488
793	0.006997448249
794	0.00698680184
795	0.006978119971
796	0.006964543319
797	0.006953868884
798	0.00694611199
799	0.006935317303
800	0.006925996256
801	0.006916877721
802	0.006909602287
803	0.006902606414
804	0.006893007022
805	0.006882828797
806	0.006872229992
807	0.006864685834
808	0.006854250997
809	0.006842699047
810	0.006833088385
811	0.006819624769
812	0.006803810725
813	0.006794084408
814	0.006786937993
815	0.006775555384
816	0.006765717805
817	0.006757929659
818	0.00674352863
819	0.006737437037
820	0.006728673335
821	0.006717299726
822	0.006707496916
823	0.006697076994
824	0.006687742946
825	0.006675974007
826	0.006666855039
827	0.006653595416
828	0.006644552191
829	0.006634783594
830	0.006627719738
831	0.00661698496
832	0.006606732374
833	0.006596453502
834	0.006586132124
835	0.006579413238
836	0.006572069074
837	0.006563652111
838	0.006556334581
839	0.006541851394
840	0.006533186595
841	0.006524353443
842	0.006513514934
843	0.006505748115
844	0.006496374931
845	0.006486378967
846	0.006477597173
847	0.006470711888
848	0.00646223986
849	0.006455997478
850	0.006448489293
851	0.006440392181
852	0.006430253305
853	0.006423954055
854	0.00641652983
855	0.006410485674
856	0.006404019093
857	0.006397299529
858	0.00639089188
859	0.006383085839
860	0.006374897493
861	0.006368651149
862	0.006360900835
863	0.006351093715
864	0.006344023779
865	0.006337346713
866	0.006329779123
867	0.006319320869
868	0.006309474823
869	0.00630242122
870	0.006292525645
871	0.006284869827
872	0.006277077309
873	0.0062684305
874	0.006260878693
875	0.006252467114
876	0.006246066361
877	0.00623927476
878	0.006231189601
879	0.006224289634
880	0.006217257136
881	0.006210297366
882	0.006203896087
883	0.006195814296
884	0.006186562174
885	0.006179722743
886	0.006174121245
887	0.006168227953
888	0.0061592541
889	0.006153235118
890	0.006146000775
891	0.006139018451
892	0.00613321297
893	0.006124183227
894	0.006118798092
895	0.006110200315
896	0.006104085484
897	0.006095410569
898	0.006087721449
899	0.006079137989
900	0.006071513171
901	0.006061016061
902	0.006053811861
903	0.006042194188
904	0.006035784419
905	0.006028685897
906	0.006020725315
907	0.006013814594
908	0.006002891148
909	0.005996026847
910	0.005991010466
911	0.005981853378
912	0.005974030518
913	0.005968285106
914	0.005961243497
915	0.005954017318
916	0.005945143815
917	0.005937018685
918	0.005929884377
919	0.005923363413
920	0.005917302579
921	0.005910993686
922	0.005903359756
923	0.005894175639
924	0.005889300235
925	0.005878445698
926	0.005872903004
927	0.005865689086
928	0.005859499361
