iter	Passed	Remaining
407	5402	7838
408	5417	7827
409	5432	7817
410	5444	7803
411	5458	7790
412	5471	7776
413	5484	7763
414	5497	7749
415	5509	7734
416	5521	7718
417	5534	7705
418	5545	7690
419	5556	7672
420	5569	7659
421	5581	7645
422	5592	7628
423	5605	7615
424	5620	7603
425	5633	7590
426	5648	7580
427	5662	7567
428	5674	7552
429	5686	7538
430	5703	7529
431	5716	7516
432	5729	7502
433	5741	7487
434	5764	7487
435	5778	7475
436	5855	7543
437	5885	7551
438	5901	7542
439	5917	7531
440	5935	7523
441	5950	7512
442	5965	7500
443	5979	7488
444	5991	7472
445	6003	7457
446	6014	7441
447	6027	7427
448	6038	7410
449	6050	7394
450	6063	7380
451	6074	7364
452	6085	7347
453	6099	7335
454	6111	7320
455	6122	7303
456	6133	7287
457	6145	7272
458	6160	7260
459	6171	7244
460	6183	7229
461	6195	7215
462	6207	7200
463	6219	7184
464	6231	7170
465	6244	7155
466	6255	7139
467	6266	7123
468	6278	7108
469	6291	7095
470	6305	7081
471	6318	7067
472	6331	7054
473	6343	7039
474	6356	7025
475	6370	7013
476	6385	7000
477	6398	6987
478	6410	6972
479	6423	6958
480	6437	6946
481	6449	6931
482	6460	6915
483	6473	6901
484	6485	6886
485	6497	6871
486	6511	6858
487	6523	6844
488	6537	6831
489	6549	6816
490	6562	6803
491	6577	6790
492	6595	6782
493	6608	6769
494	6621	6755
495	6632	6739
496	6644	6724
497	6657	6710
498	6670	6696
499	6683	6683
500	6694	6668
501	6706	6652
502	6720	6640
503	6731	6624
504	6744	6610
505	6755	6595
506	6769	6582
507	6780	6567
508	6792	6552
509	6806	6539
510	6818	6524
511	6830	6510
512	6844	6497
513	6856	6482
514	6870	6470
515	6883	6456
516	6895	6442
517	6907	6427
518	6920	6413
519	6999	6461
520	7025	6458
521	7040	6446
522	7052	6432
523	7066	6419
524	7081	6407
525	7098	6396
526	7110	6381
527	7122	6367
528	7137	6355
529	7152	6342
530	7168	6331
531	7182	6318
532	7193	6302
533	7205	6288
534	7217	6273
535	7231	6260
536	7242	6244
537	7257	6231
538	7271	6219
539	7285	6206
540	7298	6192
541	7314	6181
542	7328	6167
543	7341	6153
544	7355	6141
545	7368	6127
546	7384	6115
547	7399	6103
548	7412	6089
549	7425	6075
550	7437	6060
551	7450	6047
552	7467	6035
553	7479	6021
554	7491	6006
555	7503	5992
556	7518	5979
557	7533	5967
558	7549	5955
559	7565	5944
560	7578	5930
561	7592	5917
562	7606	5904
563	7619	5890
564	7634	5877
565	7649	5865
566	7665	5853
567	7680	5841
568	7694	5828
569	7710	5817
570	7723	5802
571	7737	5789
572	7750	5775
573	7763	5761
574	7779	5750
575	7792	5735
576	7803	5720
577	7816	5706
578	7828	5692
579	7843	5679
580	7856	5666
581	7870	5652
582	7887	5641
583	7899	5627
584	7912	5613
585	7925	5599
586	7937	5584
587	7950	5570
588	7963	5556
589	7976	5543
590	7988	5528
591	7999	5512
592	8010	5498
593	8024	5484
594	8035	5469
595	8047	5454
596	8060	5440
597	8072	5426
598	8083	5411
599	8094	5396
600	8106	5381
601	8116	5366
602	8127	5351
603	8141	5337
604	8154	5323
605	8165	5309
606	8178	5295
607	8193	5282
608	8208	5269
609	8222	5256
610	8235	5243
611	8248	5229
612	8261	5215
613	8275	5202
614	8286	5187
615	8298	5172
616	8310	5158
617	8323	5144
618	8337	5131
619	8350	5117
620	8362	5103
621	8377	5090
622	8389	5076
623	8400	5062
624	8411	5047
625	8424	5032
626	8437	5019
627	8451	5006
628	8463	4991
629	8476	4978
630	8488	4964
631	8500	4949
632	8511	4934
633	8524	4920
634	8537	4907
635	8551	4894
636	8562	4879
637	8576	4866
638	8593	4854
639	8607	4841
640	8621	4828
641	8637	4816
642	8648	4801
643	8660	4787
644	8672	4773
645	8684	4758
646	8697	4745
647	8708	4730
648	8720	4716
649	8733	4702
650	8744	4687
651	8755	4673
652	8769	4660
653	8781	4645
654	8793	4631
655	8805	4617
656	8817	4603
657	8830	4589
658	8842	4575
659	8855	4562
660	8868	4548
661	8879	4533
662	8890	4519
663	8902	4504
664	8913	4490
665	8924	4475
666	8935	4461
667	8948	4447
668	8960	4433
669	8974	4420
670	8986	4405
671	8996	4391
672	9007	4376
673	9019	4362
674	9030	4348
675	9041	4333
676	9053	4319
677	9064	4305
678	9078	4291
679	9089	4277
680	9103	4264
681	9116	4250
682	9128	4236
683	9142	4223
684	9154	4209
685	9166	4195
686	9180	4182
687	9191	4168
688	9202	4153
689	9217	4140
690	9228	4126
691	9239	4112
692	9252	4098
693	9264	4085
694	9277	4071
695	9287	4056
696	9300	4042
697	9311	4028
698	9322	4014
699	9334	4000
700	9351	3988
701	9363	3974
702	9374	3960
703	9385	3946
704	9396	3931
705	9410	3918
706	9421	3904
707	9433	3890
708	9447	3877
709	9458	3863
710	9471	3849
711	9482	3835
712	9494	3821
713	9506	3808
714	9517	3793
715	9530	3780
716	9545	3767
717	9558	3754
718	9572	3740
719	9583	3726
720	9595	3713
721	9608	3699
722	9620	3685
723	9631	3671
724	9643	3657
725	9659	3645
726	9672	3632
727	9682	3617
728	9694	3603
729	9705	3589
730	9716	3575
731	9731	3562
732	9743	3549
733	9757	3536
734	9769	3522
735	9781	3508
736	9792	3494
737	9803	3480
738	9814	3466
739	9825	3452
740	9838	3438
741	9850	3425
742	9862	3411
743	9874	3397
744	9886	3384
745	9898	3370
746	9910	3356
747	9924	3343
748	9935	3329
749	9948	3316
750	9961	3302
751	9975	3289
752	9988	3276
753	10001	3262
754	10013	3249
755	10027	3236
756	10038	3222
757	10051	3209
758	10063	3195
759	10074	3181
760	10087	3168
761	10099	3154
762	10113	3141
763	10125	3127
764	10137	3114
765	10149	3100
766	10164	3087
767	10175	3073
768	10188	3060
769	10199	3046
770	10212	3033
771	10223	3019
772	10235	3005
773	10245	2991
774	10258	2978
775	10271	2964
776	10282	2951
777	10293	2937
778	10304	2923
779	10316	2909
780	10329	2896
781	10341	2883
782	10354	2869
783	10366	2856
784	10378	2842
785	10389	2828
786	10403	2815
787	10415	2802
788	10426	2788
789	10437	2774
790	10449	2761
791	10463	2747
792	10474	2734
793	10486	2720
794	10499	2707
795	10511	2693
796	10523	2680
797	10534	2666
798	10547	2653
799	10560	2640
800	10574	2627
801	10586	2613
802	10602	2601
803	10614	2587
804	10626	2574
805	10639	2560
806	10652	2547
807	10664	2534
808	10676	2520
809	10688	2507
810	10700	2493
811	10712	2480
812	10723	2466
813	10734	2452
814	10748	2439
815	10759	2426
816	10771	2412
817	10783	2399
818	10794	2385
819	10807	2372
820	10818	2358
821	10831	2345
822	10843	2332
823	10855	2318
824	10866	2305
825	10878	2291
826	10890	2278
827	10902	2264
828	10913	2251
829	10925	2237
830	10935	2224
831	10947	2210
832	10961	2197
833	10973	2184
834	10989	2171
835	11001	2158
836	11016	2145
837	11033	2133
838	11046	2119
839	11061	2106
840	11073	2093
841	11083	2079
842	11095	2066
843	11106	2052
844	11118	2039
845	11131	2026
846	11142	2012
847	11155	1999
848	11169	1986
849	11181	1973
850	11194	1959
851	11205	1946
852	11217	1933
853	11229	1919
854	11240	1906
855	11253	1893
856	11265	1879
857	11278	1866
858	11292	1853
859	11303	1840
860	11315	1826
861	11329	1813
862	11340	1800
863	11352	1787
864	11423	1782
865	11447	1771
866	11459	1757
867	11474	1744
868	11488	1731
869	11500	1718
870	11511	1704
871	11524	1691
872	11538	1678
873	11550	1665
874	11562	1651
875	11575	1638
876	11587	1625
877	11599	1611
878	11610	1598
879	11622	1584
880	11634	1571
881	11646	1558
882	11657	1544
883	11669	1531
884	11681	1517
885	11692	1504
886	11704	1491
887	11715	1477
888	11727	1464
889	11738	1450
890	11750	1437
891	11764	1424
892	11776	1411
893	11788	1397
894	11802	1384
895	11820	1371
896	11832	1358
897	11843	1345
898	11853	1331
899	11866	1318
900	11879	1305
901	11891	1291
902	11902	1278
903	11916	1265
904	11928	1252
905	11940	1238
906	11954	1225
907	11968	1212
908	11980	1199
909	11991	1185
910	12002	1172
911	12013	1159
912	12025	1145
913	12040	1132
914	12055	1119
915	12071	1106
916	12085	1093
917	12098	1080
918	12110	1067
919	12121	1054
920	12133	1040
921	12145	1027
922	12157	1014
923	12172	1001
924	12185	987
925	12200	975
926	12212	961
927	12224	948
928	12234	935
929	12246	921
930	12257	908
931	12270	895
932	12282	882
933	12293	868
934	12304	855
935	12316	842
936	12329	828
937	12341	815
938	12352	802
939	12367	789
940	12382	776
941	12395	763
942	12408	750
943	12418	736
944	12429	723
945	12441	710
946	12452	696
947	12464	683
948	12476	670
949	12489	657
950	12501	644
951	12512	630
952	12523	617
953	12534	604
954	12548	591
955	12560	578
956	12576	565
957	12588	551
958	12601	538
959	12614	525
960	12624	512
961	12637	499
962	12648	485
963	12661	472
964	12675	459
965	12686	446
966	12698	433
967	12710	420
968	12721	406
969	12734	393
970	12745	380
971	12760	367
972	12771	354
973	12783	341
974	12795	328
975	12807	314
976	12820	301
977	12833	288
978	12844	275
979	12856	262
980	12868	249
981	12881	236
982	12892	222
983	12906	209
984	12917	196
985	12929	183
986	12942	170
987	12953	157
988	12966	144
989	12978	131
990	12992	117
991	13007	104
992	13019	91
993	13029	78
994	13041	65
995	13052	52
996	13064	39
997	13077	26
998	13088	13
999	13099	0
